ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS
3397	ProtoBai	steam	drɯ̃1	drɯ̃1	d r ɯ̃ ¹	4034
3398	Tuoluo	steam	dĩ55	dĩ55	d ĩ ⁵⁵	4034
3399	Gongxing	steam	dzẽ12	dzẽ12	dz ẽ ¹²	4034
3400	Enqi	steam	diɯ24	diɯ24	d i/j ɯ ²⁴	4034
3401	Ega	steam	tɕi55	tɕi55	tɕ i ⁵⁵	4034
3402	Jinman	steam	ʈɯ̃55	ʈɯ̃55	ʈ ɯ̃ ⁵⁵	4034
3403	Jinxing	steam	tsǝ̃55	tsǝ̃55	ts ə̃ ⁵⁵	4034
3404	Dashi	steam	tʂẽ35	tʂẽ35	ʈʂ ẽ ³⁵	4034
3405	Zhoucheng	steam	tsɯ35	tsɯ35	ts ɯ ³⁵	4034
3406	Mazhelong	steam	[tsen55]	tsen55	ts e n ⁵⁵	4034
3407	ProtoBai	step	pu3	pu3	p u ³	4045
3408	Tuoluo	step	(gɔ33)	gɔ33	g ɔ ³³	4046
3409	Gongxing	step	(gu22)	gu22	g u ²²	4046
3410	Enqi	step	pɯ43	pɯ43	p ɯ ⁴³	4045
3411	Ega	step	pɯ42	pɯ42	p ɯ ⁴²	4045
3412	Jinman	step	pu42	pu42	p u ⁴²	4045
3413	Jinxing	step	pu31	pu31	p u ³¹	4045
3414	Dashi	step	pu31	pu31	p u ³¹	4045
3415	Zhoucheng	step	pu42	pu42	p u ⁴²	4045
3416	Mazhelong	step	pɯ21	pɯ21	p ɯ ²¹	4045
3417	ProtoBai	step on; tread	da4	da4	d a ⁴	4056
3418	Tuoluo	step on; tread	(uen21)	uen21	u/w e n ²¹	4057
3419	Gongxing	step on; tread	da21	da21	d a ²¹	4056
3420	Enqi	step on; tread	ta21(/tsʰuE43)	ta21	t a ²¹	4056
3421	Enqi	step on; tread	ta21(/tsʰuE43)	tsʰuE43)	tsʰ u ᴇ/ɛ ⁴³	4058
3422	Ega	step on; tread	ta42	ta42	t a ⁴²	4056
3423	Jinman	step on; tread	ta42	ta42	t a ⁴²	4056
3424	Jinxing	step on; tread	tɑ42	tɑ42	t ɑ ⁴²	4056
3425	Dashi	step on; tread	ta42	ta42	t a ⁴²	4056
3426	Zhoucheng	step on; tread	ta42	ta42	t a ⁴²	4056
3427	Mazhelong	step on; tread	tʰa42	tʰa42	tʰ a ⁴²	4056
3428	ProtoBai	stepmother	back, behind+mother	ɣɯ2+mø2	ɣ ɯ ² + m ø ²	4068 4069
3429	Tuoluo	stepmother	ɣɯ33mo33	ɣɯ33mo33	ɣ ɯ ³³ + m o ³³	4068 4069
3430	Gongxing	stepmother	ɣe21mu33	ɣe21mu33	ɣ e ²¹ + m u ³³	4068 4069
3431	Enqi	stepmother	ɣɯ21mo22	ɣɯ21mo22	ɣ ɯ ²¹ + m o ²²	4068 4069
3432	Jinxing	stepmother	ɣǝ33mõ33	ɣǝ33mõ33	ɣ ə ³³ + m õ ³³	4068 4069
3433	Mazhelong	stepmother	ɣǝ33moŋ33	ɣǝ33moŋ33	ɣ ə ³³ + m o ŋ ³³	4068 4069
3434	ProtoBai	stick	ɢua4	ɢua4	ɣ u/w a ⁴	4081
3435	Tuoluo	stick	duɔ42	duɔ42	d u/w ɔ ⁴²	4081
3436	Gongxing	stick	qua21	qua21	q u/w a ²¹	4081
3437	Enqi	stick	qua21	qua21	q u/w a ²¹	4081
3438	Ega	stick	qua42	qua42	q u/w a ⁴²	4081
3439	Jinman	stick	qua42	qua42	q u/w a ⁴²	4081
3440	Jinxing	stick	kuɑ42	kuɑ42	k u ɑ ⁴²	4082
3441	Dashi	stick	kua42	kua42	k u/w a ⁴²	4081
3442	Zhoucheng	stick	kua42	kua42	k u/w a ⁴²	4081
3443	Mazhelong	stick	(paŋ21mo33)	paŋ21mo33	p a ŋ ²¹ + m o ³³	4083 4084
3444	ProtoBai	stick	prɔ1	prɔ1	p r ɔ ¹	4085
3445	Tuoluo	stick	tɕiɔ55	tɕiɔ55	tɕ i/j ɔ ⁵⁵	4085
3446	Enqi	stick	(pio24)	pio24	p i/j o ²⁴	4085
3447	Ega	stick	tɕo55	tɕo55	tɕ o ⁵⁵	4085
3448	Jinman	stick	(qua42)	qua42	q u/w a ⁴²	4081
3449	Jinxing	stick	pio55	pio55	p i/j o ⁵⁵	4085
3450	Dashi	stick	piou35	piou35	p i/j ou ³⁵	4085
3451	Zhoucheng	stick	pia35	pia35	p i/j a ³⁵	4085
3452	Mazhelong	stick	pio55	pio55	p i/j o ⁵⁵	4085
3453	ProtoBai	stinking; smelly	tʰru3	tʰru3	tʰ r u ³	4102
3454	Tuoluo	stinking; smelly	tʰv21	tʰv21	tʰ v/ʯ ²¹	4102
3455	Gongxing	stinking; smelly	tsʰu42	tsʰu42	tsʰ u ⁴²	4102
3456	Enqi	stinking; smelly	(xæ24)tʰiu43	tʰiu43	tʰ i u ⁴³	4102
3457	Ega	stinking; smelly	tɕʰu42	tɕʰu42	tɕʰ u ⁴²	4102
3458	Jinman	stinking; smelly	ʈʰv42	ʈʰv42	ʈʰ v/ʯ ⁴²	4102
3459	Jinxing	stinking; smelly	tsʰu31	tsʰu31	tsʰ u ³¹	4102
3460	Dashi	stinking; smelly	tʂʰu31	tʂʰu31	ʈʂʰ u ³¹	4102
3461	Zhoucheng	stinking; smelly	tsʰu31	tsʰu31	tsʰ u ³¹	4102
3462	ProtoBai	stir-fry; stir	tʰru2	tʰru2	tʰ r u ²	4112
3463	Tuoluo	stir-fry; stir	tʰv33	tʰv33	tʰ v/ʯ ³³	4112
3464	Gongxing	stir-fry; stir	tɕyi22	tɕyi22	tɕ y/ɥ i ²²	4112
3465	Enqi	stir-fry; stir	tʰiu22	tʰiu22	tʰ i u ²²	4112
3466	Ega	stir-fry; stir	(ŋõ21)	ŋõ21	ŋ õ ²¹	4113
3467	Jinman	stir-fry; stir	(õ21)	õ21	õ ²¹	4114
3468	Jinxing	stir-fry; stir	tsʰu33	tsʰu33	tsʰ u ³³	4112
3469	Dashi	stir-fry; stir	tʂʰu	tʂʰu	ʈʂʰ u	4112
3470	Zhoucheng	stir-fry; stir	tsʰu33	tsʰu33	tsʰ u ³³	4112
3471	Mazhelong	stir-fry; stir	tsʰu33	tsʰu33	tsʰ u ³³	4112
3472	ProtoBai	stomach	r-wu4	r-wu4	r/w u ⁴	4123
3473	Tuoluo	stomach	ʐɚ42	ʐɚ42	ʐ ɚ/ə ⁴²	4124
3474	Gongxing	stomach	ʐi22	ʐi22	ʐ i ²²	4124
3475	Enqi	stomach	zɿ21	zɿ21	z ɿ ²¹	4124
3476	Ega	stomach	zɛ22	zɛ22	z ɛ ²²	4124
3477	Jinman	stomach	ʐɚ42	ʐɚ42	ʐ ɚ/ə ⁴²	4124
3478	Jinxing	stomach	v42 [/uei55]	v42	v/ʯ ⁴²	4125
3479	Jinxing	stomach	v42 [/uei55]	uei55]	u/w ei ⁵⁵	4123
3480	Dashi	stomach	[uei55]]	uei55]	u/w ei ⁵⁵	4123
3481	Zhoucheng	stomach	v42	v42	v/ʯ ⁴²	4125
3482	Mazhelong	stomach	ju42	ju42	j u ⁴²	4126
3483	ProtoBai	stomach [bird crop]	tsʰu3	tsʰu3	tsʰ u ³	4135
3484	Gongxing	stomach [bird crop]	tsʰu42	tsʰu42	tsʰ u ⁴²	4135
3485	Enqi	stomach [bird crop]	tsʰu43	tsʰu43	tsʰ u ⁴³	4135
3486	Ega	stomach [bird crop]	tsʰu42	tsʰu42	tsʰ u ⁴²	4135
3487	Jinman	stomach [bird crop]	tsʰu42	tsʰu42	tsʰ u ⁴²	4135
3488	Zhoucheng	stomach [bird crop]	(v42)	v42	v/ʯ ⁴²	4136
3489	Mazhelong	stomach [bird crop]	tsʰu21	tsʰu21	tsʰ u ²¹	4135
3490	ProtoBai	stone	dro4	dro4	d r o ⁴	4143
3491	Tuoluo	stone	diu42	diu42	d i u ⁴²	4143
3492	Gongxing	stone	dzu21	dzu21	dz u ²¹	4143
3493	Enqi	stone	tiu21	tiu21	t i u ²¹	4143
3494	Ega	stone	tɕiu42	tɕiu42	tɕ i u ⁴²	4143
3495	Jinman	stone	ʈo21	ʈo21	ʈ o ²¹	4143
3496	Jinxing	stone	tsou42	tsou42	ts ou ⁴²	4143
3497	Dashi	stone	tʂou42	tʂou42	ʈʂ ou ⁴²	4143
3498	Zhoucheng	stone	tsou42	tsou42	ts ou ⁴²	4143
3499	Mazhelong	stone	tsʰv42	tsʰv42	tsʰ v/ʯ ⁴²	4143
3500	ProtoBai	straight	tuen1	tuen1	t u/w e n ¹	4154
3501	Tuoluo	straight	tue55	tue55	t u/w e ⁵⁵	4154
3502	Gongxing	straight	tuen55	tuen55	t u/w e n ⁵⁵	4154
3503	Enqi	straight	tyE24	tyE24	t y/ɥ ᴇ/ɛ ²⁴	4154
3504	Ega	straight	ti55	ti55	t i ⁵⁵	4154
3505	Jinman	straight	tyi55	tyi55	t y/ɥ i ⁵⁵	4154
3506	Jinxing	straight	tuen55	tuen55	t u/w e n ⁵⁵	4154
3507	Dashi	straight	tuen35	tuen35	t u/w e n ³⁵	4154
3508	Zhoucheng	straight	miou42	miou42	m i/j ou ⁴²	4154
3509	Mazhelong	straight	(tsuen55)	tsuen55	ts u/w e n ⁵⁵	4154
3510	ProtoBai	straw or palm-bark rain cape	bri3	bri3	b r i ³	4165
3511	Tuoluo	straw or palm-bark rain cape	ʑi21	ʑi21	ʑ i ²¹	4166
3512	Gongxing	straw or palm-bark rain cape	dʑy42	dʑy42	dʑ y ⁴²	4166
3513	Enqi	straw or palm-bark rain cape	bi43	bi43	b i ⁴³	4165
3514	Ega	straw or palm-bark rain cape	dʑyi42	dʑyi42	dʑ y/ɥ i ⁴²	4166
3515	Jinman	straw or palm-bark rain cape	tɕyǝ̃42	tɕyǝ̃42	tɕ y ə̃ ⁴²	4166
3516	Jinxing	straw or palm-bark rain cape	pi31	pi31	p i ³¹	4165
3517	Dashi	straw or palm-bark rain cape	pi31	pi31	p i ³¹	4165
3518	Zhoucheng	straw or palm-bark rain cape	pi21?	pi21?	p i ²¹	4165
3519	Mazhelong	straw or palm-bark rain cape	bi21	bi21	b i ²¹	4165
3520	ProtoBai	stretch out (the arm)	tsʰren2	tsʰren2	tsʰ r e n ²	4176
3521	Tuoluo	stretch out (the arm)	tʂʰɚ̃33	tʂʰɚ̃33	ʈʂʰ ɚ/ə̃ ³³	4176
3522	Gongxing	stretch out (the arm)	tʂʰɚ̃22	tʂʰɚ̃22	ʈʂʰ ɚ/ə̃ ²²	4176
3523	Enqi	stretch out (the arm)	tsʰɿ22	tsʰɿ22	tsʰ ɿ ²²	4176
3524	Ega	stretch out (the arm)	tsʰɛ22	tsʰɛ22	tsʰ ɛ ²²	4176
3525	Jinman	stretch out (the arm)	tɕʰɚ̃22	tɕʰɚ̃22	tɕʰ ɚ/ə̃ ²²	4176
3526	Zhoucheng	stretch out (the arm)	tʰa55	tʰa55	tʰ a ⁵⁵	4176
3527	Mazhelong	stretch out (the arm)	tsʰen33	tsʰen33	tsʰ e n ³³	4176
3528	ProtoBai	stroke; touch	mɔ4	mɔ4	m ɔ ⁴	4185
3529	Tuoluo	stroke; touch	mɔ42	mɔ42	m ɔ ⁴²	4185
3530	Gongxing	stroke; touch	moŋ24	moŋ24	m o ŋ ²⁴	4185
3531	Enqi	stroke; touch	mɯ55	mɯ55	m ɯ ⁵⁵	4185
3532	Ega	stroke; touch	mu55	mu55	m u ⁵⁵	4185
3533	Jinman	stroke; touch	mo55	mo55	m o ⁵⁵	4185
3534	Jinxing	stroke; touch	mõ44	mõ44	m õ ⁴⁴	4185
3535	Dashi	stroke; touch	mõ44	mõ44	m õ ⁴⁴	4185
3536	Zhoucheng	stroke; touch	mou55	mou55	m ou ⁵⁵	4185
3537	Mazhelong	stroke; touch	mo44	mo44	m o ⁴⁴	4185
3538	ProtoBai	suck	tsji4	tsji4	ts j i ⁴	4196
3539	Tuoluo	suck	tɕi42	tɕi42	tɕ i ⁴²	4196
3540	Gongxing	suck	tɕi12	tɕi12	tɕ i ¹²	4196
3541	Enqi	suck	tsi55	tsi55	ts i ⁵⁵	4196
3542	Jinxing	suck	tɕi44	tɕi44	tɕ i ⁴⁴	4196
3543	Dashi	suck	tɕi44	tɕi44	tɕ i ⁴⁴	4196
3544	Zhoucheng	suck	tɕi55	tɕi55	tɕ i ⁵⁵	4196
3545	Mazhelong	suck	tɕi44	tɕi44	tɕ i ⁴⁴	4196
3546	ProtoBai	sun	nji4	nji4	n j i ⁴	4206
3547	Tuoluo	sun	jien42	jien42	ji/j e n ⁴²	4205
3548	Gongxing	sun	ɲi24	ɲi24	ɲ i ²⁴	4206
3549	Enqi	sun	ɲi55	ɲi55	ɲ i ⁵⁵	4206
3550	Ega	sun	ɲi44	ɲi44	ɲ i ⁴⁴	4206
3551	Jinman	sun	ɲi55	ɲi55	ɲ i ⁵⁵	4206
3552	Jinxing	sun	jien44	jien44	ji/j e n ⁴⁴	4205
3553	Dashi	sun	jien44	jien44	ji/j e n ⁴⁴	4205
3554	Zhoucheng	sun	mi44	mi44	m i ⁴⁴	4207
3555	Mazhelong	sun	ɲiɛ44	ɲiɛ44	ɲ i/j ɛ ⁴⁴	4206
3556	ProtoBai	sweat	ʁaŋ1b	ʁaŋ1b	ʁ a ŋ 1b/¹	4217
3557	Tuoluo	sweat	ŋɔ35	ŋɔ35	ŋ ɔ ³⁵	4216
3558	Gongxing	sweat	ʁaŋ12	ʁaŋ12	ʁ a ŋ ¹²	4217
3559	Enqi	sweat	ʁa21	ʁa21	ʁ a ²¹	4217
3560	Ega	sweat	ŋa21	ŋa21	ŋ a ²¹	4216
3561	Jinman	sweat	ã21	ã21	ã ²¹	4218
3562	Jinxing	sweat	ŋɑ̃21	ŋɑ̃21	ŋ ɑ̃ ²¹	4216
3563	Dashi	sweat	ŋa21	ŋa21	ŋ a ²¹	4216
3564	Zhoucheng	sweat	ŋa21	ŋa21	ŋ a ²¹	4216
3565	Mazhelong	sweat	ɣaŋ21	ɣaŋ21	ɣ a ŋ ²¹	4217
3566	ProtoBai	swell	tsʰreŋ1	tsʰreŋ1	tsʰ r e ŋ ¹	4227
3567	Tuoluo	swell	tʂʰɚ̃55	tʂʰɚ̃55	ʈʂʰ ɚ/ə̃ ⁵⁵	4227
3568	Gongxing	swell	tʂʰɚ̃55	tʂʰɚ̃55	ʈʂʰ ɚ/ə̃ ⁵⁵	4227
3569	Enqi	swell	tsʰɿ24	tsʰɿ24	tsʰ ɿ ²⁴	4227
3570	Ega	swell	tsʰɛ55	tsʰɛ55	tsʰ ɛ ⁵⁵	4227
3571	Jinman	swell	tʂʰɚ55	tʂʰɚ55	ʈʂʰ ɚ/ə ⁵⁵	4227
3572	Jinxing	swell	tsʰan55	tsʰan55	tsʰ a n ⁵⁵	4227
3573	Dashi	swell	tʂʰɚ̃55	tʂʰɚ̃55	ʈʂʰ ɚ/ə̃ ⁵⁵	4227
3574	Zhoucheng	swell	tsʰi55	tsʰi55	tsʰ i ⁵⁵	4227
3575	Mazhelong	swell	tsʰen55	tsʰen55	tsʰ e n ⁵⁵	4227
3576	ProtoBai	tea	drɔ1	drɔ1	d r ɔ ¹	4238
3577	Tuoluo	tea	djɔ35	djɔ35	d j ɔ ³⁵	4238
3578	Gongxing	tea	dzao12	dzao12	dz ao ¹²	4238
3579	Enqi	tea	tjo21	tjo21	tʲ o ²¹	4238
3580	Ega	tea	tɕo21	tɕo21	tɕ o ²¹	4238
3581	Jinman	tea	ʈo21	ʈo21	ʈ o ²¹	4238
3582	Jinxing	tea	tsou21	tsou21	ts ou ²¹	4238
3583	Dashi	tea	tʂou21	tʂou21	ʈʂ ou ²¹	4238
3584	Zhoucheng	tea	tso21	tso21	ts o ²¹	4238
3585	Mazhelong	tea	tso21	tso21	ts o ²¹	4238
3586	ProtoBai	teach	qaŋ1	qaŋ1	q a ŋ ¹	4249
3587	Tuoluo	teach	qɔŋ55	qɔŋ55	q ɔ ŋ ⁵⁵	4249
3588	Gongxing	teach	qaŋ55	qaŋ55	q a ŋ ⁵⁵	4249
3589	Enqi	teach	qa24	qa24	q a ²⁴	4249
3590	Ega	teach	qo55	qo55	q o ⁵⁵	4249
3591	Jinman	teach	qã55	qã55	q ã ⁵⁵	4249
3592	Jinxing	teach	kɑ̃55	kɑ̃55	k ɑ̃ ⁵⁵	4249
3593	Dashi	teach	kã35	kã35	k ã ³⁵	4249
3594	Zhoucheng	teach	ka35	ka35	k a ³⁵	4249
3595	Mazhelong	teach	kaŋ55	kaŋ55	k a ŋ ⁵⁵	4249
3596	ProtoBai	tear up, rip	pʰe1	pʰe1	pʰ e ¹	4260
3597	Tuoluo	tear up, rip	(tʰi42pʰo55)	tʰi42pʰo55	tʰ i ⁴² + pʰ o ⁵⁵	4262 4260
3598	Gongxing	tear up, rip	(tɕien55)	tɕien55	tɕ i/j e n ⁵⁵	4261
3599	Enqi	tear up, rip	pʰi24	pʰi24	pʰ i ²⁴	4260
3600	Ega	tear up, rip	tɕʰyi55	tɕʰyi55	tɕʰ y/ɥ i ⁵⁵	4261
3601	Jinman	tear up, rip	tɕʰyi55	tɕʰyi55	tɕʰ y/ɥ i ⁵⁵	4261
3602	Dashi	tear up, rip	pʰe55	pʰe55	pʰ e ⁵⁵	4260
3603	Zhoucheng	tear up, rip	pʰe55	pʰe55	pʰ e ⁵⁵	4260
3604	Mazhelong	tear up, rip	pʰɛ55	pʰɛ55	pʰ ɛ ⁵⁵	4260
3605	ProtoBai	ten	dzri4	dzri4	ɖʐ i ⁴	4271
3606	Tuoluo	ten	ʐɚ42	ʐɚ42	ʐ ɚ/ə ⁴²	4271
3607	Gongxing	ten	dʐi21	dʐi21	ɖʐ i ²¹	4271
3608	Enqi	ten	tsɿ21	tsɿ21	ts ɿ ²¹	4271
3609	Ega	ten	tsɛ42	tsɛ42	ts ɛ ⁴²	4271
3610	Jinman	ten	tʂɚ42	tʂɚ42	ʈʂ ɚ/ə ⁴²	4271
3611	Jinxing	ten	tsa42	tsa42	ts a ⁴²	4271
3612	Dashi	ten	tʂi42	tʂi42	ʈʂ i ⁴²	4271
3613	Zhoucheng	ten	tsi42	tsi42	ts i ⁴²	4271
3614	Mazhelong	ten	tsʰi42	tsʰi42	tsʰ i ⁴²	4271
3615	ProtoBai	tender young (plant)	njeŋ1b	njeŋ1b	n j e ŋ 1b/¹	4285
3616	Tuoluo	tender young (plant)	jẽ35	jẽ35	j ẽ ³⁵	4284
3617	Gongxing	tender young (plant)	ɲe12	ɲe12	ɲ e ¹²	4283
3618	Enqi	tender young (plant)	ɲiǝ21	ɲiǝ21	ɲ i ə ²¹	4283
3619	Ega	tender young (plant)	ɲi21	ɲi21	ɲ i ²¹	4283
3620	Jinman	tender young (plant)	ɲi21	ɲi21	ɲ i ²¹	4283
3621	Jinxing	tender young (plant)	jẽ21	jẽ21	j ẽ ²¹	4284
3622	Dashi	tender young (plant)	ʑẽ21	ʑẽ21	ʑ ẽ ²¹	4282
3623	Zhoucheng	tender young (plant)	(tɕʰiɛ33)	tɕʰiɛ33	tɕʰ i/j ɛ ³³	4284
3624	Mazhelong	tender young (plant)	ɲiǝɯ21	ɲiǝɯ21	ɲ i əɯ ²¹	4283
3625	ProtoBai	tendon; sinew	tɕen1	tɕen1	tɕ e n ¹	4293
3626	Tuoluo	tendon; sinew	tɕen55	tɕen55	tɕ e n ⁵⁵	4293
3627	Gongxing	tendon; sinew	tɕien22	tɕien22	tɕ i/j e n ²²	4293
3628	Enqi	tendon; sinew	tɕi24	tɕi24	tɕ i ²⁴	4293
3629	Ega	tendon; sinew	tɕi55	tɕi55	tɕ i ⁵⁵	4293
3630	Jinman	tendon; sinew	tɕɨ̃55	tɕɨ̃55	tɕ ĩ ⁵⁵	4293
3631	Jinxing	tendon; sinew	tɕien55	tɕien55	tɕ i/j e n ⁵⁵	4293
3632	Dashi	tendon; sinew	tɕien35	tɕien35	tɕ i/j e n ³⁵	4293
3633	Zhoucheng	tendon; sinew	tɕe35	tɕe35	tɕ e ³⁵	4293
3634	Mazhelong	tendon; sinew	tɕĩ55	tɕĩ55	tɕ ĩ ⁵⁵	4293
3635	ProtoBai	the 12 animals representing the 12 years	dzro4	dzro4	ɖʐ o ⁴	4304
3636	Tuoluo	the 12 animals representing the 12 years	ʐy42	ʐy42	ʐ y ⁴²	4304
3637	Gongxing	the 12 animals representing the 12 years	dzao21	dzao21	dz ao ²¹	4304
3638	Enqi	the 12 animals representing the 12 years	tɕio21	tɕio21	tɕ i/j o ²¹	4304
3639	Ega	the 12 animals representing the 12 years	tɕiu42	tɕiu42	tɕ i u ⁴²	4304
3640	Jinman	the 12 animals representing the 12 years	tɕio21	tɕio21	tɕ i/j o ²¹	4304
3641	Jinxing	the 12 animals representing the 12 years	tsṽ42	tsṽ42	ts ṽ/ʯ̃ ⁴²	4304
3642	Dashi	the 12 animals representing the 12 years	tʂõ42	tʂõ42	ʈʂ õ ⁴²	4304
3643	Zhoucheng	the 12 animals representing the 12 years	tsv42	tsv42	ts v/ʯ ⁴²	4304
3644	Mazhelong	the 12 animals representing the 12 years	tsʰu21	tsʰu21	tsʰ u ²¹	4304
3645	ProtoBai	the upper part; up reaches; above	djoŋ2	djoŋ2	d j o ŋ ²	4315
3646	Tuoluo	the upper part; up reaches; above	doŋ33	doŋ33	d o ŋ ³³	4315
3647	Gongxing	the upper part; up reaches; above	doŋ33	doŋ33	d o ŋ ³³	4315
3648	Enqi	the upper part; up reaches; above	do22	do22	d o ²²	4315
3649	Ega	the upper part; up reaches; above	to22	to22	t o ²²	4315
3650	Jinman	the upper part; up reaches; above	ɖɯ22	ɖɯ22	ɖ ɯ ²²	4315
3651	Jinxing	the upper part; up reaches; above	tõ33	tõ33	t õ ³³	4315
3652	Dashi	the upper part; up reaches; above	tõ33	tõ33	t õ ³³	4315
3653	Zhoucheng	the upper part; up reaches; above	to33	to33	t o ³³	4315
3654	Mazhelong	the upper part; up reaches; above	doŋ33	doŋ33	d o ŋ ³³	4315
3655	ProtoBai	thick	ɢɯ2	ɢɯ2	ɣ ɯ ²	4326
3656	Tuoluo	thick	ʁɚ33	ʁɚ33	ʁ ɚ/ə ³³	4327
3657	Gongxing	thick	ɢe22	ɢe22	ɣ e ²²	4326
3658	Enqi	thick	ɢɯ22	ɢɯ22	ɣ ɯ ²²	4326
3659	Jinman	thick	qɯ̃42	qɯ̃42	q ɯ̃ ⁴²	4326
3660	Jinxing	thick	kẽ33	kẽ33	k ẽ ³³	4326
3661	Dashi	thick	kẽ33	kẽ33	k ẽ ³³	4326
3662	Zhoucheng	thick	kɯ33	kɯ33	k ɯ ³³	4326
3663	Mazhelong	thick	kǝɯ33	kǝɯ33	k əɯ ³³	4326
3664	ProtoBai	thief	djɛ5	djɛ5	d j ɛ ⁵	4336
3665	Tuoluo	thief	de21(bo42)	de21	d e ²¹	4336
3666	Gongxing	thief	dɛ42	dɛ42	d ɛ ⁴²	4336
3667	Enqi	thief	(tsɿ21)	tsɿ21	ts ɿ ²¹	4336
3668	Ega	thief	ti42	ti42	t i ⁴²	4336
3669	Jinman	thief	die42	die42	d i/j e ⁴²	4336
3670	Jinxing	thief	(tsɯ42)	tsɯ42	ts ɯ ⁴²	4336
3671	Dashi	thief	(tsẽ42)	tsẽ42	ts ẽ ⁴²	4336
3672	Zhoucheng	thief	(tsɯ42)	tsɯ42	ts ɯ ⁴²	4336
3673	Mazhelong	thief	den21	den21	d e n ²¹	4336
3674	ProtoBai	think	mi2	mi2	m i ²	4347
3675	Tuoluo	think	mi33	mi33	m i ³³	4347
3676	Ega	think	mi22(/suɛ42)	mi22	m i ²²	4347
3677	Ega	think	mi22(/suɛ42)	suɛ42)	s u/w ɛ ⁴²	4349
3678	Jinman	think	mi22	mi22	m i ²²	4347
3679	Jinxing	think	mi33	mi33	m i ³³	4347
3680	Dashi	think	mi33	mi33	m i ³³	4347
3681	Zhoucheng	think	mi33	mi33	m i ³³	4347
3682	Mazhelong	think	[ɕaŋ21]	ɕaŋ21	ɕ a ŋ ²¹	4348
3683	ProtoBai	thorn; splinter	tsʰe3	tsʰe3	tsʰ e ³	4357
3684	Tuoluo	thorn; splinter	tɕʰi121	tɕʰi121	tɕʰ i ¹²¹	4357
3685	Ega	thorn; splinter	tsʰi42	tsʰi42	tsʰ i ⁴²	4357
3686	Jinman	thorn; splinter	tsʰe42	tsʰe42	tsʰ e ⁴²	4357
3687	Jinxing	thorn; splinter	tɕʰi31	tɕʰi31	tɕʰ i ³¹	4357
3688	Dashi	thorn; splinter	tɕʰi31	tɕʰi31	tɕʰ i ³¹	4357
3689	Zhoucheng	thorn; splinter	tɕʰi31	tɕʰi31	tɕʰ i ³¹	4357
3690	Mazhelong	thorn; splinter	tɕʰi21	tɕʰi21	tɕʰ i ²¹	4357
3691	ProtoBai	thousand	tsjʰen1	tsjʰen1	e n ¹	4366
3692	Tuoluo	thousand	tɕʰien55	tɕʰien55	tɕʰ i/j e n ⁵⁵	4366
3693	Gongxing	thousand	tɕʰian55	tɕʰian55	tɕʰ i/j a n ⁵⁵	4366
3694	Enqi	thousand	tsʰi24	tsʰi24	tsʰ i ²⁴	4367
3695	Ega	thousand	tsʰi55	tsʰi55	tsʰ i ⁵⁵	4367
3696	Jinman	thousand	tɕʰĩ55	tɕʰĩ55	tɕʰ ĩ ⁵⁵	4367
3697	Jinxing	thousand	tɕʰien55	tɕʰien55	tɕʰ i/j e n ⁵⁵	4366
3698	Dashi	thousand	tɕʰien55	tɕʰien55	tɕʰ i/j e n ⁵⁵	4366
3699	Zhoucheng	thousand	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	4367
3700	Mazhelong	thousand	tɕʰĩ55	tɕʰĩ55	tɕʰ ĩ ⁵⁵	4367
1	ProtoBai	thread	xɯ33	xɯ33	x ɯ ³³	4377
2	Tuoluo	thread	xɯ22	xɯ22	x ɯ ²²	4377
3	Gongxing	thread	xɯ22	xɯ22	x ɯ ²²	4377
4	Enqi	thread	xɯ22	xɯ22	x ɯ ²²	4377
5	Ega	thread	xɯ22	xɯ22	x ɯ ²²	4377
6	Jinman	thread	xɯ22	xɯ22	x ɯ ²²	4377
7	Jinxing	thread	(sou44jen42)	sou44jen42	s ou ⁴⁴ + j e n ⁴²	4377 4378
8	Dashi	thread	(xou35)	xou35	x ou ³⁵	4377
9	Zhoucheng	thread	xɯ33	xɯ33	x ɯ ³³	4377
10	Mazhelong	thread	xɯ33	xɯ33	x ɯ ³³	4377
11	ProtoBai	thread	xɯ2	xɯ2	x ɯ ²	4377
12	Tuoluo	thread	xɯ33	xɯ33	x ɯ ³³	4377
13	Gongxing	thread	xɯ33	xɯ33	x ɯ ³³	4377
14	Enqi	thread	xɯ22	xɯ22	x ɯ ²²	4377
15	Ega	thread	xɯ22	xɯ22	x ɯ ²²	4377
16	Jinman	thread	xɯ22	xɯ22	x ɯ ²²	4377
17	Jinxing	thread	(sou44jen42)	sou44jen42	s ou ⁴⁴ + j e n ⁴²	4377 4378
18	Dashi	thread	(xou35)	xou35	x ou ³⁵	4377
19	Zhoucheng	thread	xɯ33	xɯ33	x ɯ ³³	4377
20	Mazhelong	thread	xɯ33	xɯ33	x ɯ ³³	4377
3701	ProtoBai	three	sʰaŋ1	sʰaŋ1	sʰ a ŋ ¹	4400
3702	Tuoluo	three	saŋ55	saŋ55	s a ŋ ⁵⁵	4400
3703	Gongxing	three	saŋ24	saŋ24	s a ŋ ²⁴	4400
3704	Enqi	three	sa24	sa24	s a ²⁴	4400
3705	Ega	three	so55	so55	s o ⁵⁵	4400
3706	Jinman	three	sã55	sã55	s ã ⁵⁵	4400
